response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2219
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.2218
0.0065,0.0000,0.0000,0.0000,0.0063,0.0000,200,0.2219
0.0027,0.0000,0.0000,0.0000,0.0026,0.0000,200,0.2304
0.0031,0.0000,0.0000,0.0000,0.0031,0.0000,200,0.2304
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2304
0.0057,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2304
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2305
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2305
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2305
0.0056,0.0000,0.0000,0.0000,0.0055,0.0000,200,0.2306
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2306
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2306
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.2306
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,200,0.2306
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,200,0.2305
0.0068,0.0000,0.0000,0.0000,0.0068,0.0000,200,0.2306
0.0070,0.0000,0.0000,0.0001,0.0069,0.0000,200,0.2305
0.0069,0.0000,0.0000,0.0000,0.0068,0.0000,200,0.2306
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2305
0.0069,0.0000,0.0000,0.0000,0.0069,0.0000,200,0.2306
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2305
0.0070,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2305
0.0069,0.0000,0.0000,0.0000,0.0069,0.0000,200,0.2306
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,200,0.2311
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,200,0.2306
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2304
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2305
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,200,0.2311
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2305
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,200,0.2306
0.0073,0.0000,0.0000,0.0000,0.0073,0.0000,200,0.2306
0.0075,0.0000,0.0000,0.0001,0.0074,0.0000,200,0.2305
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2304
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2305
0.0068,0.0000,0.0000,0.0000,0.0068,0.0000,200,0.2311
0.0075,0.0000,0.0000,0.0001,0.0074,0.0000,200,0.2305
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2304
0.0074,0.0000,0.0000,0.0000,0.0073,0.0000,200,0.2306
0.0074,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2306
0.0074,0.0000,0.0000,0.0000,0.0073,0.0000,200,0.2306
0.0074,0.0000,0.0000,0.0000,0.0073,0.0000,200,0.2306
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2305
0.0074,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2306
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2305
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2304
0.0074,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2306
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2305
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2306
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2305
0.0074,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2306
0.0077,0.0000,0.0000,0.0000,0.0076,0.0000,200,0.2304
0.0076,0.0000,0.0000,0.0000,0.0076,0.0000,200,0.2305
0.0027,0.0000,0.0000,0.0000,0.0026,0.0000,200,0.2408
0.0032,0.0000,0.0000,0.0000,0.0032,0.0000,200,0.2410
0.0033,0.0000,0.0000,0.0000,0.0031,0.0000,200,0.2409
0.0035,0.0000,0.0000,0.0000,0.0035,0.0000,200,0.2410
0.0035,0.0000,0.0000,0.0000,0.0035,0.0000,200,0.2410
0.0035,0.0000,0.0000,0.0000,0.0035,0.0000,200,0.2410
0.0036,0.0000,0.0000,0.0000,0.0035,0.0000,200,0.2410
0.0037,0.0000,0.0000,0.0000,0.0035,0.0000,200,0.2409
0.0038,0.0000,0.0000,0.0000,0.0037,0.0000,200,0.2411
0.0046,0.0000,0.0000,0.0000,0.0046,0.0000,200,0.2409
0.0045,0.0000,0.0000,0.0000,0.0045,0.0000,200,0.2410
0.0045,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2410
0.0046,0.0000,0.0000,0.0000,0.0046,0.0000,200,0.2409
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2410
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,200,0.2410
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,200,0.2409
0.0053,0.0000,0.0000,0.0000,0.0050,0.0000,200,0.2409
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,200,0.2410
0.0053,0.0000,0.0000,0.0000,0.0050,0.0000,200,0.2409
0.0054,0.0000,0.0000,0.0000,0.0053,0.0000,200,0.2409
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.2409
0.0065,0.0000,0.0000,0.0000,0.0065,0.0000,200,0.2410
0.0068,0.0000,0.0000,0.0000,0.0066,0.0000,200,0.2409
0.0074,0.0000,0.0000,0.0001,0.0072,0.0000,200,0.2409
0.0087,0.0000,0.0000,0.0000,0.0086,0.0000,200,0.2410
0.0087,0.0000,0.0000,0.0000,0.0086,0.0000,200,0.2410
0.0087,0.0000,0.0000,0.0000,0.0086,0.0000,200,0.2410
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2410
0.0088,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2409
0.0087,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2410
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0086,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2410
0.0089,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2409
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2410
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2410
0.0088,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2410
0.0087,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2411
0.0087,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2410
0.0089,0.0000,0.0000,0.0000,0.0086,0.0001,200,0.2409
0.0089,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.2409
0.0089,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.2409
0.0089,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2409
0.0089,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2409
0.0089,0.0000,0.0000,0.0000,0.0089,0.0000,200,0.2409
0.0091,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2410
0.0114,0.0000,0.0000,0.0000,0.0111,0.0000,200,0.2410
0.0031,0.0000,0.0000,0.0000,0.0030,0.0000,200,0.2505
0.0055,0.0000,0.0000,0.0000,0.0055,0.0000,200,0.2505
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2505
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2505
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.2505
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,200,0.2506
0.0067,0.0000,0.0000,0.0000,0.0067,0.0000,200,0.2505
0.0068,0.0000,0.0000,0.0000,0.0068,0.0000,200,0.2506
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,200,0.2524
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,200,0.2505
0.0073,0.0000,0.0000,0.0000,0.0073,0.0000,200,0.2506
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2506
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,200,0.2516
0.0079,0.0000,0.0000,0.0000,0.0078,0.0000,200,0.2506
0.0080,0.0000,0.0000,0.0000,0.0080,0.0000,200,0.2505
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,200,0.2516
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2506
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2516
0.0087,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2505
0.0077,0.0000,0.0000,0.0000,0.0077,0.0000,200,0.2516
0.0078,0.0000,0.0000,0.0000,0.0078,0.0000,200,0.2517
0.0080,0.0000,0.0000,0.0000,0.0080,0.0000,200,0.2516
0.0082,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2516
0.0095,0.0000,0.0000,0.0000,0.0094,0.0000,200,0.2505
0.0086,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2516
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.2505
0.0096,0.0000,0.0000,0.0000,0.0095,0.0000,200,0.2516
0.0111,0.0000,0.0000,0.0000,0.0110,0.0000,200,0.2505
0.0114,0.0000,0.0000,0.0000,0.0113,0.0000,200,0.2505
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2505
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2506
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2506
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2506
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2506
0.0114,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2506
0.0115,0.0000,0.0000,0.0000,0.0114,0.0000,200,0.2505
0.0104,0.0000,0.0000,0.0000,0.0104,0.0000,200,0.2516
0.0104,0.0000,0.0000,0.0000,0.0103,0.0001,200,0.2516
0.0105,0.0000,0.0000,0.0000,0.0104,0.0001,200,0.2516
0.0139,0.0000,0.0000,0.0000,0.0138,0.0000,200,0.2505
0.0133,0.0000,0.0000,0.0000,0.0132,0.0000,200,0.2517
0.0162,0.0000,0.0000,0.0000,0.0161,0.0001,200,0.2516
0.0163,0.0000,0.0000,0.0000,0.0161,0.0001,200,0.2516
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2604
0.0173,0.0000,0.0000,0.0000,0.0173,0.0000,200,0.2505
0.0163,0.0000,0.0000,0.0000,0.0162,0.0000,200,0.2516
0.0163,0.0000,0.0000,0.0000,0.0162,0.0000,200,0.2516
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,200,0.2604
0.0162,0.0000,0.0000,0.0000,0.0162,0.0000,200,0.2517
0.0163,0.0000,0.0000,0.0000,0.0163,0.0000,200,0.2516
0.0163,0.0000,0.0000,0.0000,0.0162,0.0000,200,0.2517
0.0163,0.0000,0.0000,0.0000,0.0161,0.0002,200,0.2516
0.0068,0.0000,0.0000,0.0000,0.0067,0.0000,200,0.2619
0.0082,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2605
0.0083,0.0000,0.0000,0.0000,0.0082,0.0000,200,0.2604
0.0068,0.0000,0.0000,0.0000,0.0067,0.0001,200,0.2619
0.0084,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2612
0.0084,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0083,0.0000,0.0000,0.0000,0.0082,0.0000,200,0.2605
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2605
0.0084,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2604
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.2605
0.0098,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2604
0.0098,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2605
0.0087,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2616
0.0098,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2605
0.0083,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2620
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.2605
0.0098,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2604
0.0098,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2605
0.0099,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.2604
0.0106,0.0000,0.0000,0.0000,0.0106,0.0000,200,0.2605
0.0106,0.0000,0.0000,0.0000,0.0106,0.0000,200,0.2605
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.2649
0.0107,0.0000,0.0000,0.0000,0.0107,0.0000,200,0.2604
0.0107,0.0000,0.0000,0.0000,0.0106,0.0000,200,0.2605
0.0091,0.0000,0.0000,0.0000,0.0091,0.0000,200,0.2620
0.0091,0.0000,0.0000,0.0000,0.0091,0.0000,200,0.2621
0.0107,0.0000,0.0000,0.0000,0.0107,0.0000,200,0.2605
0.0092,0.0000,0.0000,0.0000,0.0091,0.0000,200,0.2620
0.0068,0.0000,0.0000,0.0000,0.0068,0.0000,200,0.2644
0.0092,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2620
0.0092,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2620
0.0092,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2620
0.0092,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2620
0.0092,0.0000,0.0000,0.0000,0.0091,0.0000,200,0.2621
0.0056,0.0000,0.0000,0.0000,0.0055,0.0001,200,0.2679
0.0059,0.0000,0.0000,0.0000,0.0056,0.0003,200,0.2679
0.0059,0.0000,0.0000,0.0000,0.0057,0.0003,200,0.2679
0.0057,0.0000,0.0000,0.0000,0.0055,0.0001,200,0.2679
0.0059,0.0000,0.0000,0.0000,0.0055,0.0003,200,0.2679
0.0062,0.0000,0.0000,0.0000,0.0056,0.0006,200,0.2679
0.0062,0.0000,0.0000,0.0001,0.0055,0.0005,200,0.2679
0.0063,0.0000,0.0000,0.0000,0.0055,0.0007,200,0.2680
0.0062,0.0000,0.0000,0.0000,0.0060,0.0001,200,0.2679
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2703
0.0073,0.0000,0.0000,0.0000,0.0072,0.0001,200,0.2705
0.0080,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2712
0.0079,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2712
0.0088,0.0000,0.0000,0.0000,0.0087,0.0000,200,0.2704
0.0051,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2741
0.0080,0.0000,0.0000,0.0000,0.0079,0.0001,200,0.2712
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2704
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2717
0.0081,0.0000,0.0000,0.0000,0.0080,0.0000,200,0.2712
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2704
0.0081,0.0000,0.0000,0.0000,0.0080,0.0000,200,0.2712
0.0082,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2711
0.0089,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2704
0.0089,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2704
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2705
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2717
0.0058,0.0000,0.0000,0.0002,0.0052,0.0000,200,0.2735
0.0081,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2712
0.0082,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2711
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2705
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2705
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2743
0.0089,0.0000,0.0000,0.0000,0.0089,0.0000,200,0.2704
0.0089,0.0000,0.0000,0.0000,0.0089,0.0000,200,0.2704
0.0088,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.2705
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2717
0.0075,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.2718
0.0081,0.0000,0.0000,0.0000,0.0081,0.0000,200,0.2712
0.0076,0.0000,0.0000,0.0000,0.0076,0.0000,200,0.2717
0.0058,0.0000,0.0000,0.0001,0.0057,0.0000,200,0.2738
0.0092,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2705
0.0057,0.0000,0.0000,0.0002,0.0054,0.0000,200,0.2740
0.0058,0.0000,0.0000,0.0002,0.0056,0.0000,200,0.2739
0.0093,0.0000,0.0000,0.0000,0.0092,0.0000,200,0.2704
0.0092,0.0000,0.0000,0.0000,0.0091,0.0000,200,0.2705
0.0058,0.0000,0.0000,0.0001,0.0056,0.0000,200,0.2739
0.0079,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2718
0.0079,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2717
0.0085,0.0000,0.0000,0.0000,0.0085,0.0000,200,0.2712
0.0054,0.0000,0.0000,0.0000,0.0054,0.0000,200,0.2743
0.0079,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2718
0.0080,0.0000,0.0000,0.0000,0.0079,0.0000,200,0.2717
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.2704
0.0084,0.0000,0.0000,0.0000,0.0083,0.0000,200,0.2718
0.0085,0.0000,0.0000,0.0000,0.0084,0.0000,200,0.2717
0.0061,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2741
0.0084,0.0000,0.0000,0.0000,0.0084,0.0000,200,0.2718
0.0084,0.0000,0.0000,0.0000,0.0084,0.0000,200,0.2718
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.2705
0.0026,0.0000,0.0000,0.0000,0.0026,0.0000,200,0.2813
0.0029,0.0000,0.0000,0.0000,0.0029,0.0000,200,0.2812
0.0030,0.0000,0.0000,0.0000,0.0029,0.0000,200,0.2812
0.0033,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0034,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0034,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.2812
0.0035,0.0000,0.0000,0.0000,0.0034,0.0000,200,0.2812
0.0042,0.0000,0.0000,0.0000,0.0041,0.0000,200,0.2804
0.0034,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.2812
0.0034,0.0000,0.0000,0.0000,0.0034,0.0000,200,0.2812
0.0035,0.0000,0.0000,0.0000,0.0034,0.0000,200,0.2812
0.0056,0.0000,0.0000,0.0000,0.0054,0.0000,200,0.2812
0.0056,0.0000,0.0000,0.0000,0.0055,0.0000,200,0.2812
0.0044,0.0000,0.0000,0.0000,0.0043,0.0000,200,0.2824
0.0056,0.0000,0.0000,0.0000,0.0055,0.0000,200,0.2812
0.0044,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2824
0.0045,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2823
0.0045,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2823
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2812
0.0044,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2824
0.0044,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2824
0.0044,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2824
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2812
0.0045,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.2823
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,200,0.2812
0.0056,0.0000,0.0000,0.0000,0.0055,0.0000,200,0.2813
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0048,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2824
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2824
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2824
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2812
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2812
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2812
0.0048,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2824
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2823
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2824
0.0048,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2824
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2824
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0050,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.2823
0.0060,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.2812
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,200,0.2824
0.0040,0.0000,0.0000,0.0000,0.0040,0.0001,200,0.2904
0.0040,0.0000,0.0000,0.0000,0.0040,0.0000,200,0.2904
0.0041,0.0000,0.0000,0.0000,0.0041,0.0000,200,0.2904
0.0041,0.0000,0.0000,0.0000,0.0040,0.0000,200,0.2904
0.0041,0.0000,0.0000,0.0000,0.0040,0.0000,200,0.2904
0.0040,0.0000,0.0000,0.0000,0.0040,0.0000,200,0.2904
0.0040,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2905
0.0040,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2905
0.0040,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2905
0.0041,0.0000,0.0000,0.0000,0.0041,0.0000,200,0.2904
0.0041,0.0000,0.0000,0.0000,0.0041,0.0000,200,0.2904
0.0039,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2906
0.0040,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2905
0.0041,0.0000,0.0000,0.0000,0.0040,0.0000,200,0.2904
0.0041,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2904
0.0042,0.0000,0.0000,0.0000,0.0041,0.0000,200,0.2904
0.0039,0.0000,0.0000,0.0000,0.0039,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2905
0.0057,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2905
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2903
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2905
0.0057,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0057,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2905
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,200,0.2906
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2904
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2904
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.2905
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.2906
0.0028,0.0000,0.0000,0.0000,0.0028,0.0000,200,0.3008
0.0028,0.0000,0.0000,0.0000,0.0028,0.0000,200,0.3008
0.0030,0.0000,0.0000,0.0000,0.0030,0.0000,200,0.3006
0.0029,0.0000,0.0000,0.0000,0.0029,0.0000,200,0.3007
0.0030,0.0000,0.0000,0.0000,0.0029,0.0000,200,0.3007
0.0031,0.0000,0.0000,0.0000,0.0031,0.0000,200,0.3008
0.0033,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.3007
0.0033,0.0000,0.0000,0.0000,0.0033,0.0000,200,0.3008
0.0037,0.0000,0.0000,0.0000,0.0036,0.0000,200,0.3006
0.0037,0.0000,0.0000,0.0000,0.0037,0.0000,200,0.3007
0.0042,0.0000,0.0000,0.0000,0.0042,0.0000,200,0.3007
0.0043,0.0000,0.0000,0.0000,0.0043,0.0000,200,0.3007
0.0044,0.0000,0.0000,0.0000,0.0044,0.0000,200,0.3008
0.0047,0.0000,0.0000,0.0000,0.0047,0.0000,200,0.3007
0.0048,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.3007
0.0051,0.0000,0.0000,0.0000,0.0050,0.0000,200,0.3007
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,200,0.3008
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,200,0.3006
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,200,0.3007
0.0054,0.0000,0.0000,0.0000,0.0054,0.0000,200,0.3007
0.0061,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.3007
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.3007
0.0066,0.0000,0.0000,0.0002,0.0064,0.0000,200,0.3007
0.0065,0.0000,0.0000,0.0000,0.0065,0.0000,200,0.3007
